,text,label
4204,pakar mikro ekspresi kirdi putra dijab kali anies bubar kelihatan ekspresinya prabowo bubar kepalanya el lucu el chef emosi indonesia absent no more,Politik
4206,meramal memprediksi mengharapkan bapak anies bapak nasional semoga allah ridhai fotonya bapak anies om imin 20 oktober 2024 dipasang kelas2 sampai kampus2 untuk inspirasi anak muda indonesia amiin,Politik
4207,gus yahya tindakan terangterangan mengkhianati prinsipprinsip dasar nu masbowogbran pilihankita prabowo makinbanyakyg02 kampanyekreatif167,Ideologi
4209,jasa dedikasi mas prabowo nkri apalgi ketulusan prabowo menjaga hubungan internasional,Politik
4210,ganjar luncurkan program gatisin pilih makan siang gratis internet gratis programgratisin gratisinternet ganjarpranowo mahfudmd makansianggratis gibran pilpres2024,Ekonomi
4211,program duo bangsa ganjar pranowo prof mahfud desa potensi maju ekonomir23z06 ganjar mahfud rebound ganjar pranowo pilihan umat tabrakprof,Ekonomi
4212,pasangan bangsa ganjar pranowo prof mahfud teguh mempertahankan integritas menolak praktik korupsink21czd ganjar mahfud rebound ganjar pranowo pilihan umat tabrakprof,Politik
4214,terimakasih gotong royong loyalitasnya survei ipo prabowo gibran 423 aamiin 345 ganjar mahfud 215 capaian elektabilitas aamiin selisih 79 persen paslon 2 345 persen porsi pemilih pkb masuk kategori pemilih tercatat,Politik
4216,tidak mendukung prabowo nih pilpres 2019 prabowo antitesa jokowi,Ideologi
4217,sentimen positif anies baswedan media sosial dibanding prabowo ganjar emosi prabowo stabil top isu media sosial reaksi netizen media sosial debat calon presiden ketiga korantempo,Politik
4218,kabar kamu bapak nama penulis pembaca puisi anies gubernur air mata memeluk dipeluk warganya miskin sampai terpinggirkan,Sosial Budaya
4219,program ganjar pranowo desa peran ekonomi penting ganjar mahfud rebound ganjar pranowo pilihan umat,Ekonomi
4220,keren sekali upaya prabowo meningkatkan cyber security mendirikan beasiswa unhan,Pertahanan dan Keamanan
4221,pilpres bertumpu dalang beckgroundnya rakyat sudah pintar kok dalang masing2 paslon silahkan pilih calon presiden dalangnya berkwalitas salam cerdas 02 prabowo gibran,Ideologi
4222,prabowo gibran meraih kemajuan kosong dua satu putaran rakyatsenang 02menang,Politik
4223,panik gelombang perubahan terbendung acara anies bone makassar sulawesi selatan gembosi ganggu tumpah ruah,Politik
4224,2013 anies babak sampai memutuskan terlibat politik praktis diawali gerakan turun tangan mengajak orang berpolitik muncul pemimpin kompeten sampai berintegritas sektor,Politik
4225,sosok ganjar mahfud peduli program beasiswa benarbenar harapan anakanak prajurit ganjar mahfud 2024 3 mandat ganjar mahfud l3bihbaik,Politik
4226,coba nobar desak anies kalimantan kak sudah 2 kota disitu bahas permasalahn2 real rakyat kalimantan dibahas perencanaan 01 kalimantan,Sosial Budaya
4227,ganjar pranowo tekad bulat adain perubahan menghilangkan korupsi akar akarnya ganjar pranowo pilihan umat ganjar mahfud rebound,Politik
4228,said aqil temui elite nasdem menaruh simpati aniesmuhaimin,Politik
4229,memenangkan hati rakyat tkn prabowo gibran mengajak masyarakat berkolaborasi prabowogibraninspiratif,Politik
4230,nu bersatu menangkan aniesmuhaimin lawan politik dinasti aamiin ya allah,Politik
4232,01 desak anies slepet imin 03 gelar tikar tabrak prof 02,Sosial Budaya
4233,team pesona bobby kertanegara turun tangan relawan prabowo gibran,Politik
4235,nyata rakyat perubahan tergambar pada kampanye anies daerah indonesia arus gerakan perubahan terbendung bak tsunami smakin in syaa allah aniesmuhaimin menang 1 putaran dengan perolehan suara minimal 65 amin,Politik
4236,dudung klaim datadata lengkap indonesiasentris indonesiahijau 02 melanjutkan anak muda indonesia emas prabowo subianto,Politik
4237,program duet calon presiden calon wakil presiden ri no 03 ganjar pranowo mahfud md bikin ekonomi maju 7 pertumbuhan ganjar mahfud rebound ganjar pranowo pilihan umat,Ekonomi
4238,orang jateng keluarga dukung banteng dukung anies,Ekonomi
4239,kyai ulama jabar keteladanan mendukung no 2 prabowo penuh keyakinan jabartetapuntuk02 berbuatbaik untukmasyarakat,Politik
4240,anies baswedan pribumi asli foto nisan sang kakek alm ar baswedan lahir ampel surabaya wafat jakarta jabatan hidup pahlawan nasional perintis kemerdekaan menteri muda penerangan ri 19461947 bpupki 1945 bpknip 1946,Ideologi
4241,sudah dukung presiden sudah ngobok2 maka ketar ketir dukungan bapak lawak pecundang anies deserve better anies deserve better apologize to anies apologize to anies sayang bapak aniesbestboy aniesmuhaimin2024,Politik
4242,anies nyapres abb nyoblos antidemokrasi harus menghargai pilihan orang pilih 01 menguntungkan kelompoknya tapi 01 menjanjikan kesetaraan hak sesuai dengan hukum fair,Politik
4243,momen cak imin resmikan rumah perubahan bhinneka tunggal ika lintas agama golongan magetan rumah perubahan relawan menggaungkan perubahan dam memenangkan aamiin anies muhaimin aniesmuhaimin2024,Politik
4244,jarang terekspos media adab anies baswedan penyandang disabilitas,Sosial Budaya
4245,surat terbuka urusan salah sensitif sensitif disclaimer saya double minoritas keturunan cina kristen 2018 saya pendukung keras ahok kampanye teman2 keluarga kumpulin tanda tangan ahok gabung gerakan 1000 lilin ahok divonis penjara pemilu presiden 2024 saya swing voter menimbangnimbang ketiga kandidat tinggal sih posisi saya condong vote anies surat terbuka saya tulis anies saya tidak keriaan acara desak anies indonesia,Sosial Budaya
4246,andi widjajanto menggarisbawahi keleluasaan menentukan posisi sejalan kepentingan nasional visi diterapkan ganjar mahfud ganjar mahfud 2024 dulu jokowi sekarang ganjar coblos3,Politik
4247,ganjar pranowo prof mahfud md generasi muda senior simbol sambutan positif mempersatukan semuaganjarmahfudrebound pemilu2024,Demografi
4248,the former chief justice of indonesias constitutional court is calling for me to be captured because i called for war crimes trials of all officials who murder civilians including presidential candidate gen prabowo subianto sampai the us officials who armed trained sampai sponsored him,Politik
4249,anies bicara latar jis aamiin majukan sepak bola nasional umpanmanies,Politik
4250,emakemak kuningan deklarasi dukung pasangan aniesmuhaimin,Politik
4251,lambe waras elektabilitas anies mendekati pencoblosan diatas 60 kubu 02 menggenjot strategi mengeluarkan hasilhasil survey acara2 kampanyenya pendukungnya,Politik
4252,prabowo berbohong entengnya,Politik
4254,koruptor dimiskinkan pilihan hukuman anies,Politik
4255,masyarakat menjaga pemilu adil berpihak pendukung ganjar militan lokasi video,Politik
4256,anies meresapi pelukan erat pria paruh baya bertanggung membela hakhak dasar warga kampung bayam,Sosial Budaya
4258,pasangan no 03 paket komplit indonesia ganjar pranowo mahfud md calon pemimpin tidak solusi pilih ganjar perubahan ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
4259,video kampanye anies sudah sholat sudah masjid ibadah diajarkan agamanya bagus anies menunaikan pancasila ke1 membalikkan fakta taat m,Ideologi
4261,selepas debat anies ganjar safari dialog temui dengar suara rakyat selepas debat prabowo tantrum berharihari ditepuk tangani pendukungnya bajer2 medsosnya bangga2kan pinjam prabowo pintar,Politik
4262,kebanyakan orang dukung 02 karena prabowo tbh karena percaya jokowi karena belakangnya prabowo jokowi percaya jokowi bisa ngendaliin prabowo disangkal gimanapun jokowi memang kasih perubah,Ideologi
4263,wiranto turun gunung langsung sosialisasikan paslon no 2 prabowo gibran wiranto konsilidasi dengan ribuan masyarakat laskar pemuda adat dayak kaltim kaltara kalteng kalbar wirantogaspoldukung02,Politik
4264,kemarin kubilang kalau tidak mereduksi kemampuan public speaking anies hanya sebatas omonomon saja tidak presentasi mirip begini kalau tidak memahami akar dibahas bahaya leader tidak komunikasi,Politik
4265,pemkot batam bungkam izin spanduk prabowo gibran welcome to batam detikcom menangseputaran,Politik
4266,sepakat dengan alm munir membantah menghapus postingan2 penculikan cak nun benarnya terkonfirmasi dengan bergabungnya korban penculikan kubu prabowo,Politik
4269,perkumpulan warga kampung bayam hadir salah rangkaian kegiatan calon presiden calon presiden nomor urut 1 anies baswedan half patiunus jakarta selatan kamis 1812024 kesempatan salah pria paruh baya menghampiri anies sembari memeluk erat terdengar pria mengeluhkan nasib warga kampung bayam kunjung hak tinggal nasib gimana kepastian tinggal pria suara parau simak berita selengkapnya hardnews_politik newsone cariberitaditvone wargakampungbayam aniesbaswedan politik tvonetvpemilu kamika kabarkan andaputuskan maumemilih calon presiden calon wakil presiden pemilu2024 pilpres2024 no02,Politik
4271,ungkapanungkapan cinta mengucur silaturahmi nitip salam mas alam ganjar memikat hati kaum hawa lantaran sikapnya penuh kasih sayang gasssganjarmahfud,Politik
4272,impor beras itukan kenyataan ironis dinegara sesubur indonesia impor bahan pangan pokok anies harga beras mahal petaninya,Sosial Budaya
4275,prabowo apresiasi dpr terpancing data pertahanan negara negarawansejati,Politik
4276,komitmen nyata prabowo gibran makan siang gratis anakanak sekolah langkah positif pendidikan dekade08,Sosial Budaya
4277,elektabilitas prabowo gibran melejit diyakini menang putaran suara merdeka pantura suara merdeka pantura indonesia kuat indonesia maju diplomasi progresif 02 02 melanjutkan,Politik
4278,percaya golput sikap politik nilai prabowo gibran dan jokowi have completely changed that paslon memang berpotensi menindas at the very least choose our own oppressor didesak didemo dikritik choose our own oppressor,Politik
4279,suka begitu program becak listrik prabowo benar benar memikirkan lingkungan begitu ya sudah mengurangi polusi udara nih 02kampanyeramahlingkungan pakbowopertama didunia,Sumber Daya Alam
4281,paslon ri 1 ri 2 ganjar pranowo mahfud md evaluasi undang-undang ite biar indonesia terbuka demokratisjnk ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
4282,saya approve transport zaman anies dari berita saya baca,Politik
4283,anies nih sudah mengembang tanggungjawab mengatasi ketimpangan,Sosial Budaya
4284,ahy masyarakat aceh titipkan harapan prabowo subianto a pdemokrat agusyudhoyono demokrat dihati,Politik
4285,prabowo kuasa mumi suharto bangkit bangsa otoritarianisme energi ut melawan semasif zaman 98,Ideologi
4286,anies naikkan status guru honorer ketimbang bangun ikn temponasional,Politik
4287,mari melangkah ganjar mahfud suara sah kemajuan indonesia pilih nomor 3 bergabunglah perjalanan indonesia unggul pemilu 2024 tanggal 14 februari pdiperjuangan hutpdiperjuanganke51 kebenaran pasti menang satyamevajayate ganjar mahfud 2024 menangkanganjar nomor3pilihanku,Politik
4288,musim kampanye lho mentan kalau berhasil kenapa tidak bahan kampanye kenapa disembuny,Sumber Daya Alam
4289,kelembagaan kpk bagus diperkuat sisi integritas independensi disiplin kode etik jajaran kpk pimpinan staf mas anies berkomitmen mewujudkan menegakkannya kpk ujung tombak pemberantasan korupsi terimakasih nawawi pomolango jajaran pimpinan staf kpk menggelar acara paku integritas kpk amin dulu saja,Politik
4290,nampolin prabowo seenak hati prabowo bicara etika dinyinyirin sruduk gibran terkaing2 bilang etika debatcawapres,Politik
4291,anies tega kampung susun bayam warga,Politik
4292,program nyata bebas pelanggaran ham kepemimpinan bersahaja ganjar pranowo memenuhi kriteria ganjar mahfud rebound ganjar pranowo pilihan umat,Ideologi
4293,pertanahan petani lahannya 3000m bang ayolah galakkan transmigrasi 2ha pada tani dengan pajak,Sumber Daya Alam
4295,anies berjanji memulihkan tni polri asn dihukum menjalankan komitmen netralitas pilpres 2024,Pertahanan dan Keamanan
4296,mahfud md ganjar pranowo jawara dwi tunggal bangun fondasi indonesia kuat mahfudganjar2024 ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
4297,kampanye isinya bagibagi tabung uang perut sampai dompet terisi berubah anies rakyat pulang kampanye karena dialog otaknya terisi amin dulu saja,Politik
4298,edukasi prioritas ganjar pranowo ajak perguruan program inovatif kemajuan daerahganjarmahfudrebound ganjar pranowo pilihan umat,Politik
4299,medan prabowo disambut antusias ribuan rakyat bandara acara gueelukitagibraner,Politik
4301,beruntung memiliki pemimpin ganjar mahfud memprioritaskan keamanan digital perkuatan bssn tingkatan ganjar mahfud 2024 dulu jokowi sekarang ganjar coblos3,Pertahanan dan Keamanan
4302,calon presiden calon wakil presiden ganjar pranowo mahfud md mari bersamasama buka jalan nelayan terjebak kredit macet hasilnya melangkah kebebasan finansial nelayanbukajalan ganjar pranowo pilihan umat ganjar mahfud rebound,Ekonomi
4303,wilayah kumuh disulap layak anies,Sosial Budaya
4304,pas tahu visi misi 01 bangun kota2 senang begitu anies bilang ingin policy kepala daerah biar nilai pusat kota maju lag,Sosial Budaya
4305,keren fren pastiinpbowo gbranpasti bangun perkebunan berkesinabungan menaikkan hasil tanaman hewan ternak era02eraanakmuda masgbran kamiadadisini,Ekonomi
4306,usut kepolisian relawan prabowo salurkan bantuan pupuk murah petani susah pupuk,Sumber Daya Alam
4307,prabowo mempertahankan model kampanye playing victim didzalimi lawan debat 1 ya karena situ nya simpati karena bernyali mengadakan dialog terbuka masyarakat,Politik
4309,kolaborasi hebat anies cak imin menyatukan visi kemajuan inklusif berdampak positif,Politik
4310,prabowo sby ahy muallem mesjid raya baiturrahman banda aceh xis agusyudhoyono pdemokrat demokrat rakyat,Politik
4311,ganjar tantang bawaslu usut gus miftah bagibagi uang pamekasan,Politik
4312,anies baswedan mas prabowo terkenal calon presiden ganjar pranowo nyata saja bener-bener peduli isu lingkungan keberlanjutanabbcbk ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
4314,fico munafik mengikuti gusdur mahfud peluru terkendali gusdur bilang prabowo rang ikhlas transferan awkwkkw,Politik
4315,prabowo hei maling koruptor kaum munafik antek asing prabowo gentar,Politik
4317,massa ppp kampanye akbar anies baswedan insya allah umatnya temponasional,Politik
4318,tertangkap kamera emak2 pendukung 02 debat calon presiden semalam berteriak anies langsung ketakutan dikondisiksn clear ya pendukung dukung sama2 tidak etika 2024aniespresiden,Politik
4319,program paslon ganjar pranowo mahfud md tawarkan solusi terdepan ekonomi desa kuatganjarmahfudrebound ganjar pranowo pilihan umat,Ekonomi
4320,pasangan paket komplit ganjar pranowo sampai mahfud md suara hati rakyat diwujudkan pilih ganjar pranowo tementemen ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
4321,jelas tidakadilan anies anies mendidik masyarakat untuk pintar untuk berani bersuara dengan keresaaan ketidakadilan mereka terima tapi halang2 in izinnnya larang berati mmng keresahan masyarakat nyata pemerintah tidak,Sosial Budaya
4322,indonesia maju visi prabowo gibran kemajuan berkelanjutan jelassama02 dukungantulus untuk02,Politik
4323,prabowo termakan cuci otak indonesia negara miskin klynews,Ideologi
4325,ganjar bicara membuktikan keunggulannya debat ganjar mahfud 2024 ganjarmahfudm3nang ganjar mahfud menang debat gpmmd3 debatcapres,Politik
4326,dialogganjar ganjar m3mberi solusi,Politik
4327,masyarakat wilayah dki jakarta ganjar pranowo mahfud md calon pemimpin membawa indonesia kemajuan kesejahteraan salam kemenangan jumat seventeen 1keluargamiskin1sarjana,Politik
4328,ganjar mahfud benarbenar memahami kebutuhan perbaikan k3amanan nasional ganjar mahfud 2024 dulu jokowi sekarang ganjar coblos3,Pertahanan dan Keamanan
